Value,Time,Label,TrackID,ID,Embryo.Id,TE.ICM,Identity,SpotID,UniqueID,Mitosis,MtUniqueID,X,Y,Z,TimeM,Cell_number,Stage
1.37797,11,ICM;PrE,1000000025,2141,082119_p4,ICM,PrE,082119_p4_2141,082119_p41000000025,Parent,082119_p41000000025Parent,52.9628,65.0094,25,50,69,64_128
1.28587,11,ICM;PrE,1000000026,2142,082119_p4,ICM,PrE,082119_p4_2142,082119_p41000000026,Parent,082119_p41000000026Parent,48.0392,77.0765,28.637,50,69,64_128
1.387,11,TE_Polar,1000000027,2143,082119_p4,TE,Polar TE,082119_p4_2143,082119_p41000000027,Parent,082119_p41000000027Parent,26.1532,61.1814,21.3543,50,69,64_128
1.53635,11,ICM;PrE,1000000028,2144,082119_p4,ICM,PrE,082119_p4_2144,082119_p41000000028,Parent,082119_p41000000028Parent,42.4817,89.5064,35,50,69,64_128
1.23286,11,ICM,1000000029,2145,082119_p4,ICM,ICM,082119_p4_2145,082119_p41000000029,Parent,082119_p41000000029Parent,39.6305,52.9408,37,50,69,64_128
1.66238,12,ICM;PrE,1000000000,2146,082119_p4,ICM,PrE,082119_p4_2146,082119_p41000000000,Parent,082119_p41000000000Parent,38.0822,73.2252,13,55,69,64_128
2.06557,12,ICM;PrE,1000000001,2147,082119_p4,ICM,PrE,082119_p4_2147,082119_p41000000001,Parent,082119_p41000000001Parent,54.9357,68.3782,10.1389,55,69,64_128
1.00315,12,EPI;ICM,1000000002,2148,082119_p4,ICM,EPI,082119_p4_2148,082119_p41000000002,Parent,082119_p41000000002Parent,54.047,55.4894,11.6889,55,69,64_128
1.39675,12,EPI;ICM,1000000003,2149,082119_p4,ICM,EPI,082119_p4_2149,082119_p41000000003,Parent,082119_p41000000003Parent,54.957,82.058,10.877,55,69,64_128
1.80022,12,ICM;PrE,1000000004,2150,082119_p4,ICM,PrE,082119_p4_2150,082119_p41000000004,Parent,082119_p41000000004Parent,49.7912,95.8957,18.5215,55,69,64_128
1.68201,12,ICM,1000000005,2151,082119_p4,ICM,ICM,082119_p4_2151,082119_p41000000005,Parent,082119_p41000000005Parent,43.9512,85.9325,20.2079,55,69,64_128
1.46934,12,ICM;PrE,1000000006,2152,082119_p4,ICM,PrE,082119_p4_2152,082119_p41000000006,Parent,082119_p41000000006Parent,40.3898,63.0799,13,55,69,64_128
1.0169,12,EPI;ICM,1000000007,2153,082119_p4,ICM,EPI,082119_p4_2153,082119_p41000000007,Parent,082119_p41000000007Parent,43.0353,50.8801,22,55,69,64_128
1.07514,12,EPI;ICM,1000000008,2154,082119_p4,ICM,EPI,082119_p4_2154,082119_p41000000008,Parent,082119_p41000000008Parent,36.3932,93.9832,24.5727,55,69,64_128
1.36195,12,EPI;ICM,1000000009,2155,082119_p4,ICM,EPI,082119_p4_2155,082119_p41000000009,Parent,082119_p41000000009Parent,34.8645,83.165,8.03336,55,69,64_128
1.4663,12,ICM;PrE,1000000010,2156,082119_p4,ICM,PrE,082119_p4_2156,082119_p41000000010,Parent,082119_p41000000010Parent,47.7401,90.6453,3.54056,55,69,64_128
1.41254,12,ICM;PrE,1000000012,2157,082119_p4,ICM,PrE,082119_p4_2157,082119_p41000000012,Parent,082119_p41000000012Parent,55.1809,48.0171,24.7312,55,69,64_128
1.1795,12,TE_Polar,1000000013,2158,082119_p4,TE,Polar TE,082119_p4_2158,082119_p41000000013,Parent,082119_p41000000013Parent,68.0374,68.4969,1.06238,55,69,64_128
0.627911,12,TE_Polar,1000000014,2159,082119_p4,TE,Polar TE,082119_p4_2159,082119_p41000000014,Parent,082119_p41000000014Parent,64.0571,53.8289,6.86847,55,69,64_128
1.68674,12,TE_Polar,1000000015,2160,082119_p4,TE,Polar TE,082119_p4_2160,082119_p41000000015,Parent,082119_p41000000015Parent,61.4972,96.4492,1.35934,55,69,64_128
1.03224,12,TE_Polar,1000000016,2161,082119_p4,TE,Polar TE,082119_p4_2161,082119_p41000000016,Parent,082119_p41000000016Parent,60.1941,41.2846,21.9143,55,69,64_128
0.393783,12,TE_Mural,1000000017,2162,082119_p4,TE,Mural TE,082119_p4_2162,082119_p41000000017,Parent,082119_p41000000017Parent,98.3928,60.1026,1,55,69,64_128
0.760791,12,TE_Mural,1000000018,2163,082119_p4,TE,Mural TE,082119_p4_2163,082119_p41000000018,Parent,082119_p41000000018Parent,117.817,97.8358,17,55,69,64_128
0.840469,12,TE_Mural,1000000019,2164,082119_p4,TE,Mural TE,082119_p4_2164,082119_p41000000019,Parent,082119_p41000000019Parent,123.389,73.954,19,55,69,64_128
2.38235,12,TE_Polar,1000000020,2165,082119_p4,TE,Polar TE,082119_p4_2165,082119_p41000000020,Parent,082119_p41000000020Parent,28.9208,90.9178,16.7378,55,69,64_128
0.634648,12,TE_Mural,1000000021,2166,082119_p4,TE,Mural TE,082119_p4_2166,082119_p41000000021,Parent,082119_p41000000021Parent,96.5157,44.9727,16.983,55,69,64_128
0.675247,12,TE_Mural,1000000022,2167,082119_p4,TE,Mural TE,082119_p4_2167,082119_p41000000022,Parent,082119_p41000000022Parent,117.962,57.15,22.9566,55,69,64_128
0.688923,12,TE_Mural,1000000023,2168,082119_p4,TE,Mural TE,082119_p4_2168,082119_p41000000023,Parent,082119_p41000000023Parent,60.7887,114.162,18.688,55,69,64_128
0.568447,12,TE_Mural,1000000024,2169,082119_p4,TE,Mural TE,082119_p4_2169,082119_p41000000024,Parent,082119_p41000000024Parent,96.0914,122.741,30.1566,55,69,64_128
1.34809,12,ICM;PrE,1000000025,2170,082119_p4,ICM,PrE,082119_p4_2170,082119_p41000000025,Parent,082119_p41000000025Parent,51.0448,65.4358,27,55,69,64_128
1.39854,12,ICM;PrE,1000000026,2171,082119_p4,ICM,PrE,082119_p4_2171,082119_p41000000026,Parent,082119_p41000000026Parent,46.1007,77.63,28.9213,55,69,64_128
1.39314,12,TE_Polar,1000000027,2172,082119_p4,TE,Polar TE,082119_p4_2172,082119_p41000000027,Parent,082119_p41000000027Parent,23.9392,62.7276,22.4996,55,69,64_128
1.57177,12,ICM;PrE,1000000028,2173,082119_p4,ICM,PrE,082119_p4_2173,082119_p41000000028,Parent,082119_p41000000028Parent,41,92.4546,35,55,69,64_128
1.19631,12,ICM,1000000029,2174,082119_p4,ICM,ICM,082119_p4_2174,082119_p41000000029,Parent,082119_p41000000029Parent,36.8029,54.1121,37,55,69,64_128
1.68991,13,ICM;PrE,1000000000,2175,082119_p4,ICM,PrE,082119_p4_2175,082119_p41000000000,Parent,082119_p41000000000Parent,38.3253,73.9952,15,60,69,64_128
2.2771,13,ICM;PrE,1000000001,2176,082119_p4,ICM,PrE,082119_p4_2176,082119_p41000000001,Parent,082119_p41000000001Parent,55.2125,67.8836,10.9182,60,69,64_128
1.02778,13,EPI;ICM,1000000002,2177,082119_p4,ICM,EPI,082119_p4_2177,082119_p41000000002,Parent,082119_p41000000002Parent,53.3459,55.2127,12.7636,60,69,64_128
1.19452,13,EPI;ICM,1000000003,2178,082119_p4,ICM,EPI,082119_p4_2178,082119_p41000000003,Parent,082119_p41000000003Parent,55.9934,81.5044,2.26379,60,69,64_128
1.73642,13,ICM;PrE,1000000004,2179,082119_p4,ICM,PrE,082119_p4_2179,082119_p41000000004,Parent,082119_p41000000004Parent,51.0661,96.1725,17.3749,60,69,64_128
1.76505,13,ICM,1000000005,2180,082119_p4,ICM,ICM,082119_p4_2180,082119_p41000000005,Parent,082119_p41000000005Parent,44.5443,85.9325,19.7898,60,69,64_128
1.53866,13,ICM;PrE,1000000006,2181,082119_p4,ICM,PrE,082119_p4_2181,082119_p41000000006,Parent,082119_p41000000006Parent,40.0723,62.9079,13,60,69,64_128
1.0537,13,EPI;ICM,1000000007,2182,082119_p4,ICM,EPI,082119_p4_2182,082119_p41000000007,Parent,082119_p41000000007Parent,43.3121,50.8788,22,60,69,64_128
1.09391,13,EPI;ICM,1000000008,2183,082119_p4,ICM,EPI,082119_p4_2183,082119_p41000000008,Parent,082119_p41000000008Parent,36.3932,93.9832,24.5727,60,69,64_128
1.34621,13,EPI;ICM,1000000009,2184,082119_p4,ICM,EPI,082119_p4_2184,082119_p41000000009,Parent,082119_p41000000009Parent,37.2235,82.4041,6.15237,60,69,64_128
1.68016,13,ICM;PrE,1000000010,2185,082119_p4,ICM,PrE,082119_p4_2185,082119_p41000000010,Parent,082119_p41000000010Parent,49.4007,89.9126,3.08386,60,69,64_128
1.32281,13,ICM;PrE,1000000012,2186,082119_p4,ICM,PrE,082119_p4_2186,082119_p41000000012,Parent,082119_p41000000012Parent,55.3273,48.8473,24.3524,60,69,64_128
1.11873,13,TE_Polar,1000000013,2187,082119_p4,TE,Polar TE,082119_p4_2187,082119_p41000000013,Parent,082119_p41000000013Parent,69.6682,67.9434,1.61008,60,69,64_128
0.706032,13,TE_Polar,1000000014,2188,082119_p4,TE,Polar TE,082119_p4_2188,082119_p41000000014,Parent,082119_p41000000014Parent,65.0599,53.2754,7.73691,60,69,64_128
1.71058,13,TE_Polar,1000000015,2189,082119_p4,TE,Polar TE,082119_p4_2189,082119_p41000000015,Parent,082119_p41000000015Parent,63.1305,96.726,1.6246,60,69,64_128
0.969481,13,TE_Polar,1000000016,2190,082119_p4,TE,Polar TE,082119_p4_2190,082119_p41000000016,Parent,082119_p41000000016Parent,59.9173,40.5103,23.6236,60,69,64_128
0.393497,13,TE_Mural,1000000017,2191,082119_p4,TE,Mural TE,082119_p4_2191,082119_p41000000017,Parent,082119_p41000000017Parent,100.303,58.0328,3,60,69,64_128
0.728155,13,TE_Mural,1000000018,2192,082119_p4,TE,Mural TE,082119_p4_2192,082119_p41000000018,Parent,082119_p41000000018Parent,119.409,96.7213,19,60,69,64_128
0.753483,13,TE_Mural,1000000019,2193,082119_p4,TE,Mural TE,082119_p4_2193,082119_p41000000019,Parent,082119_p41000000019Parent,125.459,71.2474,25,60,69,64_128
2.41357,13,TE_Polar,1000000020,2194,082119_p4,TE,Polar TE,082119_p4_2194,082119_p41000000020,Parent,082119_p41000000020Parent,29.4743,90.1515,15.3318,60,69,64_128
0.611934,13,TE_Mural,1000000021,2195,082119_p4,TE,Mural TE,082119_p4_2195,082119_p41000000021,Parent,082119_p41000000021Parent,98.0618,43.589,17.9575,60,69,64_128
0.686545,13,TE_Mural,1000000022,2196,082119_p4,TE,Mural TE,082119_p4_2196,082119_p41000000022,Parent,082119_p41000000022Parent,117.906,54.9359,24.7308,60,69,64_128
0.734736,13,TE_Mural,1000000023,2197,082119_p4,TE,Mural TE,082119_p4_2197,082119_p41000000023,Parent,082119_p41000000023Parent,62.5817,113.885,18.8507,60,69,64_128
0.641511,13,TE_Mural,1000000024,2198,082119_p4,TE,Mural TE,082119_p4_2198,082119_p41000000024,Parent,082119_p41000000024Parent,97.4885,121.634,30.9447,60,69,64_128
1.43563,13,ICM;PrE,1000000025,2199,082119_p4,ICM,PrE,082119_p4_2199,082119_p41000000025,Parent,082119_p41000000025Parent,51.907,66.2027,25,60,69,64_128
1.43741,13,ICM;PrE,1000000026,2200,082119_p4,ICM,PrE,082119_p4_2200,082119_p41000000026,Parent,082119_p41000000026Parent,46.7932,79.0138,27.2159,60,69,64_128
1.33392,13,TE_Polar,1000000027,2201,082119_p4,TE,Polar TE,082119_p4_2201,082119_p41000000027,Parent,082119_p41000000027Parent,24.4927,60.8646,23.3305,60,69,64_128
1.5041,13,ICM;PrE,1000000028,2202,082119_p4,ICM,PrE,082119_p4_2202,082119_p41000000028,Parent,082119_p41000000028Parent,42.7585,92.0755,35,60,69,64_128
1.24171,13,ICM,1000000029,2203,082119_p4,ICM,ICM,082119_p4_2203,082119_p41000000029,Parent,082119_p41000000029Parent,36.4434,53.9325,33,60,69,64_128
1.59086,14,ICM;PrE,1000000000,2204,082119_p4,ICM,PrE,082119_p4_2204,082119_p41000000000,Parent,082119_p41000000000Parent,37.3625,72.9548,15,65,69,64_128
2.06637,14,ICM;PrE,1000000001,2205,082119_p4,ICM,PrE,082119_p4_2205,082119_p41000000001,Parent,082119_p41000000001Parent,55.2125,67.7194,10.7965,65,69,64_128
1.08962,14,EPI;ICM,1000000002,2206,082119_p4,ICM,EPI,082119_p4_2206,082119_p41000000002,Parent,082119_p41000000002Parent,53.552,55.0595,10.9766,65,69,64_128
1.20984,14,EPI;ICM,1000000003,2207,082119_p4,ICM,EPI,082119_p4_2207,082119_p41000000003,Parent,082119_p41000000003Parent,56.5243,80.9509,1.95175,65,69,64_128
1.58578,14,ICM;PrE,1000000004,2208,082119_p4,ICM,PrE,082119_p4_2208,082119_p41000000004,Parent,082119_p41000000004Parent,50.2954,95.619,18.4141,65,69,64_128
1.54318,14,ICM,1000000005,2209,082119_p4,ICM,ICM,082119_p4_2209,082119_p41000000005,Parent,082119_p41000000005Parent,44.5443,85.9325,19.7898,65,69,64_128
1.8506,14,ICM;PrE,1000000006,2210,082119_p4,ICM,PrE,082119_p4_2210,082119_p41000000006,Parent,082119_p41000000006Parent,41.5692,61.9871,16,65,69,64_128
1.1895,14,EPI;ICM,1000000007,2211,082119_p4,ICM,EPI,082119_p4_2211,082119_p41000000007,Parent,082119_p41000000007Parent,44.1423,51.1182,22,65,69,64_128
1.15949,14,EPI;ICM,1000000008,2212,082119_p4,ICM,EPI,082119_p4_2212,082119_p41000000008,Parent,082119_p41000000008Parent,36.3932,93.9832,24.5727,65,69,64_128
1.3213,14,EPI;ICM,1000000009,2213,082119_p4,ICM,EPI,082119_p4_2213,082119_p41000000009,Parent,082119_p41000000009Parent,36.67,81.5325,6.24374,65,69,64_128
1.47675,14,ICM;PrE,1000000010,2214,082119_p4,ICM,PrE,082119_p4_2214,082119_p41000000010,Parent,082119_p41000000010Parent,48.0169,89.0969,1.74576,65,69,64_128
1.47352,14,ICM;PrE,1000000012,2215,082119_p4,ICM,PrE,082119_p4_2215,082119_p41000000012,Parent,082119_p41000000012Parent,55.7774,48.5706,23.0679,65,69,64_128
1.23181,14,TE_Polar,1000000013,2216,082119_p4,TE,Polar TE,082119_p4_2216,082119_p41000000013,Parent,082119_p41000000013Parent,69.7674,67.1132,1.49963,65,69,64_128
0.708435,14,TE_Polar,1000000014,2217,082119_p4,TE,Polar TE,082119_p4_2217,082119_p41000000014,Parent,082119_p41000000014Parent,64.3921,52.4451,6.02948,65,69,64_128
1.77488,14,TE_Polar,1000000015,2218,082119_p4,TE,Polar TE,082119_p4_2218,082119_p41000000015,Parent,082119_p41000000015Parent,63.2769,95.619,1.07245,65,69,64_128
1.05484,14,TE_Polar,1000000016,2219,082119_p4,TE,Polar TE,082119_p4_2219,082119_p41000000016,Parent,082119_p41000000016Parent,59.6406,40.2935,24.6228,65,69,64_128
0.403921,14,TE_Mural,1000000017,2220,082119_p4,TE,Mural TE,082119_p4_2220,082119_p41000000017,Parent,082119_p41000000017Parent,101.259,57.7144,1,65,69,64_128
0.771952,14,TE_Mural,1000000018,2221,082119_p4,TE,Mural TE,082119_p4_2221,082119_p41000000018,Parent,082119_p41000000018Parent,119.409,96.7213,19,65,69,64_128
0.767128,14,TE_Mural,1000000019,2222,082119_p4,TE,Mural TE,082119_p4_2222,082119_p41000000019,Parent,082119_p41000000019Parent,125.459,72.8395,25,65,69,64_128
2.31381,14,TE_Polar,1000000020,2223,082119_p4,TE,Polar TE,082119_p4_2223,082119_p41000000020,Parent,082119_p41000000020Parent,29.1976,90.0968,15.9014,65,69,64_128
0.611879,14,TE_Mural,1000000021,2224,082119_p4,TE,Mural TE,082119_p4_2224,082119_p41000000021,Parent,082119_p41000000021Parent,98.0606,42.2052,19.0316,65,69,64_128
0.658398,14,TE_Mural,1000000022,2225,082119_p4,TE,Mural TE,082119_p4_2225,082119_p41000000022,Parent,082119_p41000000022Parent,118.918,54.9359,25.1876,65,69,64_128
0.707611,14,TE_Mural,1000000023,2226,082119_p4,TE,Mural TE,082119_p4_2226,082119_p41000000023,Parent,082119_p41000000023Parent,62.8761,114.162,18.6049,65,69,64_128
0.61019,14,TE_Mural,1000000024,2227,082119_p4,TE,Mural TE,082119_p4_2227,082119_p41000000024,Parent,082119_p41000000024Parent,97.4885,121.634,30.9447,65,69,64_128
1.77552,14,ICM;PrE,1000000025,2228,082119_p4,ICM,PrE,082119_p4_2228,082119_p41000000025,Parent,082119_p41000000025Parent,52,66.629,21,65,69,64_128
1.60894,14,ICM;PrE,1000000026,2229,082119_p4,ICM,PrE,082119_p4_2229,082119_p41000000026,Parent,082119_p41000000026Parent,45.7714,78.4603,28.5405,65,69,64_128
1.25666,14,TE_Polar,1000000027,2230,082119_p4,TE,Polar TE,082119_p4_2230,082119_p41000000027,Parent,082119_p41000000027Parent,24.4927,60.1012,24.4488,65,69,64_128
1.5723,14,ICM;PrE,1000000028,2231,082119_p4,ICM,PrE,082119_p4_2231,082119_p41000000028,Parent,082119_p41000000028Parent,40.2677,92.103,32.9903,65,69,64_128
1.34316,14,ICM,1000000029,2232,082119_p4,ICM,ICM,082119_p4_2232,082119_p41000000029,Parent,082119_p41000000029Parent,37.3925,53.7597,33,65,69,64_128
1.50332,15,ICM;PrE,1000000000,2233,082119_p4,ICM,PrE,082119_p4_2233,082119_p41000000000,Parent,082119_p41000000000Parent,35.8231,73.897,15,70,69,64_128
1.92249,15,ICM;PrE,1000000001,2234,082119_p4,ICM,PrE,082119_p4_2234,082119_p41000000001,Parent,082119_p41000000001Parent,52.7217,68.1715,10.1971,70,69,64_128
1.01881,15,EPI;ICM,1000000002,2235,082119_p4,ICM,EPI,082119_p4_2235,082119_p41000000002,Parent,082119_p41000000002Parent,50.7844,55.4874,10.2752,70,69,64_128
1.05115,15,EPI;ICM,1000000003,2236,082119_p4,ICM,EPI,082119_p4_2236,082119_p41000000003,Parent,082119_p41000000003Parent,54.4801,80.1207,1.09653,70,69,64_128
1.56097,15,ICM;PrE,1000000004,2237,082119_p4,ICM,PrE,082119_p4_2237,082119_p41000000004,Parent,082119_p41000000004Parent,48.8976,94.5119,18.706,70,69,64_128
1.87961,15,ICM,1000000005,2238,082119_p4,ICM,ICM,082119_p4_2238,082119_p41000000005,Parent,082119_p41000000005Parent,42.8639,86.486,19.8922,70,69,64_128
1.6725,15,ICM;PrE,1000000006,2239,082119_p4,ICM,PrE,082119_p4_2239,082119_p41000000006,Parent,082119_p41000000006Parent,37.4579,63.8069,16,70,69,64_128
1.10055,15,EPI;ICM,1000000007,2240,082119_p4,ICM,EPI,082119_p4_2240,082119_p41000000007,Parent,082119_p41000000007Parent,41.6515,51.8349,22,70,69,64_128
1.16042,15,EPI;ICM,1000000008,2241,082119_p4,ICM,EPI,082119_p4_2241,082119_p41000000008,Parent,082119_p41000000008Parent,34.1792,94.1502,24.9726,70,69,64_128
1.39653,15,EPI;ICM,1000000009,2242,082119_p4,ICM,EPI,082119_p4_2242,082119_p41000000009,Parent,082119_p41000000009Parent,35.5629,82.209,5.73099,70,69,64_128
1.48381,15,ICM;PrE,1000000010,2243,082119_p4,ICM,PrE,082119_p4_2243,082119_p41000000010,Parent,082119_p41000000010Parent,47.7401,90.5971,3.84604,70,69,64_128
1.53812,15,ICM;PrE,1000000012,2244,082119_p4,ICM,PrE,082119_p4_2244,082119_p41000000012,Parent,082119_p41000000012Parent,53.2128,49.6776,22.3957,70,69,64_128
0.691122,15,TE_Polar,1000000013,2245,082119_p4,TE,Polar TE,082119_p4_2245,082119_p41000000013,Parent,082119_p41000000013Parent,69.7674,67.1132,1.49963,70,69,64_128
0.698016,15,TE_Polar,1000000014,2246,082119_p4,TE,Polar TE,082119_p4_2246,082119_p41000000014,Parent,082119_p41000000014Parent,62.091,52.1684,5.53699,70,69,64_128
1.60854,15,TE_Polar,1000000015,2247,082119_p4,TE,Polar TE,082119_p4_2247,082119_p41000000015,Parent,082119_p41000000015Parent,62.4404,95.8957,1.40598,70,69,64_128
1.07863,15,TE_Polar,1000000016,2248,082119_p4,TE,Polar TE,082119_p4_2248,082119_p41000000016,Parent,082119_p41000000016Parent,55.2125,40.824,23.7906,70,69,64_128
0.369873,15,TE_Mural,1000000017,2249,082119_p4,TE,Mural TE,082119_p4_2249,082119_p41000000017,Parent,082119_p41000000017Parent,100.463,56.2815,3,70,69,64_128
0.740503,15,TE_Mural,1000000018,2250,082119_p4,TE,Mural TE,082119_p4_2250,082119_p41000000018,Parent,082119_p41000000018Parent,118.454,95.4476,21,70,69,64_128
0.78832,15,TE_Mural,1000000019,2251,082119_p4,TE,Mural TE,082119_p4_2251,082119_p41000000019,Parent,082119_p41000000019Parent,123.389,71.5658,23,70,69,64_128
2.39258,15,TE_Polar,1000000020,2252,082119_p4,TE,Polar TE,082119_p4_2252,082119_p41000000020,Parent,082119_p41000000020Parent,27.2603,90.2714,16.6014,70,69,64_128
0.619748,15,TE_Mural,1000000021,2253,082119_p4,TE,Mural TE,082119_p4_2253,082119_p41000000021,Parent,082119_p41000000021Parent,94.5665,41.3749,18.1785,70,69,64_128
0.630957,15,TE_Mural,1000000022,2254,082119_p4,TE,Mural TE,082119_p4_2254,082119_p41000000022,Parent,082119_p41000000022Parent,116.887,52.9986,27.2915,70,69,64_128
0.759262,15,TE_Mural,1000000023,2255,082119_p4,TE,Mural TE,082119_p4_2255,082119_p41000000023,Parent,082119_p41000000023Parent,62.8761,114.162,18.6049,70,69,64_128
0.570639,15,TE_Mural,1000000024,2256,082119_p4,TE,Mural TE,082119_p4_2256,082119_p41000000024,Parent,082119_p41000000024Parent,97.3444,119.973,31.1132,70,69,64_128
1.45556,15,ICM;PrE,1000000025,2257,082119_p4,ICM,PrE,082119_p4_2257,082119_p41000000025,Parent,082119_p41000000025Parent,49,67.7027,21,70,69,64_128
1.56886,15,ICM;PrE,1000000026,2258,082119_p4,ICM,PrE,082119_p4_2258,082119_p41000000026,Parent,082119_p41000000026Parent,44.0574,79.8441,27.9393,70,69,64_128
1.2454,15,TE_Polar,1000000027,2259,082119_p4,TE,Polar TE,082119_p4_2259,082119_p41000000027,Parent,082119_p41000000027Parent,21.7252,62.1179,24.0149,70,69,64_128
1.5743,15,ICM;PrE,1000000028,2260,082119_p4,ICM,PrE,082119_p4_2260,082119_p41000000028,Parent,082119_p41000000028Parent,38.8839,93.3624,35,70,69,64_128
1.39795,15,ICM,1000000029,2261,082119_p4,ICM,ICM,082119_p4_2261,082119_p41000000029,Parent,082119_p41000000029Parent,34.7906,55.0259,35,70,69,64_128
1.73667,16,ICM;PrE,1000000000,2262,082119_p4,ICM,PrE,082119_p4_2262,082119_p41000000000,Parent,082119_p41000000000Parent,35.348,75.9757,17,75,69,64_128
2.17774,16,ICM;PrE,1000000001,2263,082119_p4,ICM,PrE,082119_p4_2263,082119_p41000000001,Parent,082119_p41000000001Parent,52.7217,69.8432,10.7146,75,69,64_128
0.983102,16,EPI;ICM,1000000002,2264,082119_p4,ICM,EPI,082119_p4_2264,082119_p41000000002,Parent,082119_p41000000002Parent,50.2309,57.0715,11.8635,75,69,64_128
1.2884,16,EPI;ICM,1000000003,2265,082119_p4,ICM,EPI,082119_p4_2265,082119_p41000000003,Parent,082119_p41000000003Parent,54.075,81.7812,2.02625,75,69,64_128
1.51545,16,ICM;PrE,1000000004,2266,082119_p4,ICM,PrE,082119_p4_2266,082119_p41000000004,Parent,082119_p41000000004Parent,49.2961,97.5563,18.5551,75,69,64_128
1.78983,16,ICM,1000000005,2267,082119_p4,ICM,ICM,082119_p4_2267,082119_p41000000005,Parent,082119_p41000000005Parent,42.5908,88.9768,19.2451,75,69,64_128
1.49744,16,ICM;PrE,1000000006,2268,082119_p4,ICM,PrE,082119_p4_2268,082119_p41000000006,Parent,082119_p41000000006Parent,37.2764,65.3536,17,75,69,64_128
1.05089,16,EPI;ICM,1000000007,2269,082119_p4,ICM,EPI,082119_p4_2269,082119_p41000000007,Parent,082119_p41000000007Parent,41.098,54.5107,23,75,69,64_128
1.08234,16,EPI;ICM,1000000008,2270,082119_p4,ICM,EPI,082119_p4_2270,082119_p41000000008,Parent,082119_p41000000008Parent,34.7327,97.5272,23.1085,75,69,64_128
1.48735,16,EPI;ICM,1000000009,2271,082119_p4,ICM,EPI,082119_p4_2271,082119_p41000000009,Parent,082119_p41000000009Parent,36.1164,84.6082,6.57611,75,69,64_128
1.67286,16,ICM;PrE,1000000010,2272,082119_p4,ICM,PrE,082119_p4_2272,082119_p41000000010,Parent,082119_p41000000010Parent,47.7401,91.0061,2.88715,75,69,64_128
1.57271,16,ICM;PrE,1000000012,2273,082119_p4,ICM,PrE,082119_p4_2273,082119_p41000000012,Parent,082119_p41000000012Parent,52.9443,50.7846,23.4659,75,69,64_128
0.667975,16,TE_Polar,1000000014,2274,082119_p4,TE,Polar TE,082119_p4_2274,082119_p41000000014,Parent,082119_p41000000014Parent,60.7035,51.6149,7.56952,75,69,64_128
1.53829,16,TE_Polar,1000000015,2275,082119_p4,TE,Polar TE,082119_p4_2275,082119_p41000000015,Parent,082119_p41000000015Parent,62.8251,95.8957,1.32309,75,69,64_128
0.974777,16,TE_Polar,1000000016,2276,082119_p4,TE,Polar TE,082119_p4_2276,082119_p41000000016,Parent,082119_p41000000016Parent,53.552,41.6725,27.7011,75,69,64_128
0.386109,16,TE_Mural,1000000017,2277,082119_p4,TE,Mural TE,082119_p4_2277,082119_p41000000017,Parent,082119_p41000000017Parent,99.5073,53.8933,5,75,69,64_128
0.721078,16,TE_Mural,1000000018,2278,082119_p4,TE,Mural TE,082119_p4_2278,082119_p41000000018,Parent,082119_p41000000018Parent,120.842,93.5371,19,75,69,64_128
0.797653,16,TE_Mural,1000000019,2279,082119_p4,TE,Mural TE,082119_p4_2279,082119_p41000000019,Parent,082119_p41000000019Parent,124.185,69.4961,25,75,69,64_128
3.01298,16,TE_Polar,1000000020,2280,082119_p4,TE,Polar TE,082119_p4_2280,082119_p41000000020,Parent,082119_p41000000020Parent,27.8138,92.7337,15.9386,75,69,64_128
0.625836,16,TE_Mural,1000000021,2281,082119_p4,TE,Mural TE,082119_p4_2281,082119_p41000000021,Parent,082119_p41000000021Parent,93.5946,39.7144,21.9826,75,69,64_128
0.770493,16,TE_Mural,1000000022,2282,082119_p4,TE,Mural TE,082119_p4_2282,082119_p41000000022,Parent,082119_p41000000022Parent,116.439,51.3381,28.1395,75,69,64_128
0.688166,16,TE_Mural,1000000023,2283,082119_p4,TE,Mural TE,082119_p4_2283,082119_p41000000023,Parent,082119_p41000000023Parent,64.675,115.269,16.4853,75,69,64_128
0.640957,16,TE_Mural,1000000024,2284,082119_p4,TE,Mural TE,082119_p4_2284,082119_p41000000024,Parent,082119_p41000000024Parent,99.2344,120.804,29.2516,75,69,64_128
1.51343,16,ICM;PrE,1000000025,2285,082119_p4,ICM,PrE,082119_p4_2285,082119_p41000000025,Parent,082119_p41000000025Parent,49,70.6389,21,75,69,64_128
1.58062,16,ICM;PrE,1000000026,2286,082119_p4,ICM,PrE,082119_p4_2286,082119_p41000000026,Parent,082119_p41000000026Parent,44.0769,83.1651,27.557,75,69,64_128
1.19829,16,TE_Polar,1000000027,2287,082119_p4,TE,Polar TE,082119_p4_2287,082119_p41000000027,Parent,082119_p41000000027Parent,22.2787,64.2676,25.4733,75,69,64_128
1.65202,16,ICM;PrE,1000000028,2288,082119_p4,ICM,PrE,082119_p4_2288,082119_p41000000028,Parent,082119_p41000000028Parent,39.4374,95.9853,35,75,69,64_128
1.48036,16,ICM,1000000029,2289,082119_p4,ICM,ICM,082119_p4_2289,082119_p41000000029,Parent,082119_p41000000029Parent,34.2882,57.8512,35,75,69,64_128
1.73366,17,ICM;PrE,1000000000,2290,082119_p4,ICM,PrE,082119_p4_2290,082119_p41000000000,Parent,082119_p41000000000Parent,36.0867,78.5113,17,80,69,64_128
